,HPO_term_ID,HPO_term_name,gene_num,study_count,n_study,population_count,n_population,gene_ratio,background_ratio,odd_ratio,pvalue,padj,related_genes
659,HP:0000470,Short neck,449,5,10814,449,234119,0.00046236360273719255,0.001917828113053618,0.2410870920027367,6.368519017879379e-05,0.0009310540380126723,MKKS TSR2 LZTR1 LZTR1 SMC1A SMC1A ACTA1 ACTB ACTB ACTG1 ACTG1 TTC8 AEBP1 ACAN ACAN WDR35 ALDOA CUL4B OFD1 APC MADD ARVCF DDRGK1 DDRGK1 STX16 ATP6V1B2 ATP6V1B2 ATRX NKX3-2 BBS1 BBS2 BBS4 DLK1 BRAF BRAF BRAF BRAF BRAF BUB1B SEMA5A CBL SMC3 SMC3 AIFM1 CDH11 CDK5 CRLF1 CFL2 CHN1 TRIP11 TRIP11 COG1 COG1 ECEL1 NIPBL NIPBL CHST3 CHST3 COL2A1 COL2A1 COL2A1 COL2A1 COL2A1 COL6A1 COL6A2 COL6A3 PIGL COL11A1 COL11A1 COL11A2 COL12A1 COMT SMARCAL1 SMARCAL1 PKDCC GDF3 C2CD3 SEC24C HS2ST1 SETBP1 SETBP1 CTNND2 RAB33B KIFBP HDAC4 IFT172 KIAA0586 INTS1 CUL7 CUL7 DCC NEK9 PHGDH B3GAT3 CANT1 CANT1 TECPR2 TECPR2 WASHC5 DHCR7 MAFB RFT1 AMMECR1 MED12 TRAPPC9 SLC26A2 SLC26A2 SLC26A2 COG7 DVL1 DVL1 DVL3 DVL3 DVL3 TOR1A ABCC9 ABCC9 PAM16 GPC6 WDPCP ESCO2 ESCO2 EFNB1 MEGF8 RDH11 TRPV4 TRPV4 TRPV4 TRPV4 EMD C8ORF37 CD96 CCDC8 CCDC8 ERCC1 ERCC2 ERCC5 ERCC6 KLHL41 WAC ARL6 BPTF FANCB FBN2 GPC4 FGD1 FGD1 FGFR1 FHL1 FHL1 FHL1 COG5 FLI1 FLNB FLNB FLNB BBIP1 NBAS OTUD6B OTUD6B EBP DLL3 DLL3 TBR1 FZD2 BBS12 RAB23 INTU INTU SDCCAG8 GATA1 GATA4 GNPTG SRCAP SRCAP GPKOW ADA2 BBS9 GPC3 GLB1 GLE1 GLE1 PGAP2 HES7 POP1 MSL3 GNAS GNAS GNAS GNAS GNAS GNAS MYO18B MAPRE2 GNS PIGO GP1BB IFT27 GPX4 HPDL BRF1 BRF1 RTL1 GUSB GUSB PPP1R15B RPL35 HBA1 HBA2 MAN1B1 PIGY PIGY PGAP3 HRAS HRAS HSPA9 HSPG2 HSPG2 IDS IDUA IDUA IDUA TRMT10A TRMT10A IGBP1 IGBP1 TBCK RIPPLY2 INPPL1 INPPL1 ANTXR2 KCNH1 KCNJ8 KCNN3 KIF22 KRAS KRAS B3GALT6 LFNG LIFR LMX1B SMAD4 MAN2B1 MECP2 MEOX1 MEOX1 MGAT2 KMT2A MPL CCDC22 MRPS28 ANKRD11 MUSK MYH3 MYH3 MYH3 MYH3 NBN NEB NF1 BMPER BMPER NOTCH2 NOTCH2 NOTCH3 NOTCH3 NPHP1 ROR2 ROR2 NUP88 NANS PAFAH1B1 WNT4 RNU4ATAC RNU4ATAC PIGA NALCN NALCN NALCN MYLPF ALG8 FTO PRMT7 PRMT7 TMCO1 TMCO1 PSAT1 PSAT1 EXOSC9 DONSON TAPT1 POLE LZTFL1 PPP1CB MIR140 PIGW MAPK1 MAP2K1 MAP2K1 MAP2K1 MAP2K2 DYM DYM PSMD12 PTCH1 MKS1 MKS1 PTPN11 PTPN11 RAD21 RAF1 RAF1 B3GLCT B3GLCT RB1 FANCL TBL1XR1 TBL1XR1 PALB2 KIF7 KIF7 BBS10 CEP55 RIT1 RMRP RMRP SETD5 BBS7 FANCI ALG9 ALG9 SPRED1 RPL5 RPL11 RPL15 TCTN2 RPL18 RPL26 RPL27 RPL31 RPL35A MRPL12 RPS7 RPS10 RPS15A RPS17 RPS19 RPS19 RPS24 RPS26 RPS27 MEG3 RPS28 RPS29 RREB1 PGAP1 TRAPPC2 TRAPPC2 PUF60 PUF60 PUF60 CEP290 TUBB SHOX SMPD4 NLRP1 PIGV SLC2A1 SCYL2 PIEZO2 PIEZO2 TRIM32 MESP2 MESP2 MESP2 ERMARD SNRPN UNC80 UNC80 SOS1 SOS2 SOX9 ADAT3 HDAC8 HDAC8 POGZ POGZ ZC4H2 ZC4H2 SLC35D1 SLC35D1 XYLT1 XYLT1 XYLT2 STXBP1 EXOC6B TAF1 ROBO3 TALDO1 TBX1 TBX1 TBX2 TBX6 TBX6 TBX15 TCF4 TCF4 TCF4 SATB2 DOK7 OBSL1 OBSL1 BBS5 MED13L MED13L NXN TFAP2A LMOD3 GZF1 TGDS NUP188 TNNI2 TNNT3 TPM2 TPM2 PIGN PIGN GDF6 GDF6 HIRA UBA1 UBE2A UFD1 WNT5A WNT5A WNT7A WNT7A YWHAE VPS33A VPS33A FAM20C FAM20C SALL4 LHX3 LHX3 SHOC2 JMJD1C RSPRY1 RSPRY1
50,HP:0002027,Abdominal pain,279,29,10814,279,234119,0.0026817088958757166,0.0011917016559954553,2.2503190143137166,7.374676525228643e-05,0.0010715764731475523,ABCA1 ACTG2 KLRC4 OTULIN ALAD ALDOB ALDOB ANK1 APC APC BIRC3 FAS CASK ABCB11 RIPK1 SLC25A26 BMP2 BMPR1A BMPR1A BMPR1A BRCA1 BRCA1 BRCA2 BRCA2 SERPING1 SERPING1 SERPING1 C4A BCL10 BAZ1B CASR CASR RUNX1 CBL USP8 SCARB2 CDKN1A CDKN1B CDKN2A CDKN2B CDKN2C CEL CFTR CFTR TRIP13 CLCNKB CCR1 ABCC2 RRM2B CPA1 CPOX CPOX GTF2IRD1 NKX2-5 CTLA4 CTNNB1 CTNNB1 NLRP12 PIEZO1 CD55 PTPN22 PTPN22 DDIT3 DNASE1L3 IL23R NR1H4 ECE1 TYMP TYMP EDN3 EDN3 EDNRB EDNRB SEMA3D TRIM28 TRIM28 ELANE ELANE UBAC2 ELN TBL2 EPB41 EPB42 EPOR RNF168 TCIRG1 IKZF1 EWSR1 F5 OPLAH SEMA3C FLT1 POMT1 PIGT MLH3 FSHR FSHR CLDN16 CORIN FOXP1 FUS G6PD ERAP1 GBA GCGR ADA2 GDNF GFI1 GHSR MALT1 GLA GLA GPC3 GNA11 GPR35 MSH6 GTF2I GUCY2C IL12A-AS1 TREH GYPC SEC63 HBB PIGY CFH HFE HFE HFE POU6F2 HLA-B HLA-B HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRB1 CTRC CTRC HMBS HMBS HPS1 CFI IGH IL6 IL6 IL10 IL12A IRAK1 JAK2 JAK2 KCNN4 KIT KRAS KRAS LIMK1 LRP5 EPCAM SMAD4 SMAD4 MCM6 CD46 MEFV MEFV MEFV MEN1 MET MIF MITF MLH1 MPL MSH2 MST1 MMUT H19 MVK MVK MYC NPM1 NRTN NUMA1 ATP8B1 ABCB4 PIGA PIK3CA PML PMS1 PMS2 POLG POLG POLG SLC40A1 SLC40A1 PPOX PPOX LACC1 PRKAR1A PRKCSH TET2 TET2 TRPM4 PRSS1 PRSS1 PRSS2 PRSS2 PRTN3 PTEN BCOR HELLPAR PTPN3 RARA REST RET RFC2 TBL1XR1 PALB2 RPS20 SAA1 SCN1B SCN5A SDHB SDHC SDHD SRSF2 SI CARD8 SLC4A1 SLC4A1 FAN1 SLC12A3 SLC12A3 PALLD SOX10 SOX10 DIS3L2 SPINK1 SPINK1 SPINK1 SPP1 SPTA1 SPTA1 SPTB SPTB KIF1B CDH23 SRP54 STOX1 STAT3 STAT4 STAT4 STAT5B NOD2 NOD2 STK11 STK11 SEMA4A ABCG8 TCF4 MLYCD TGFBR2 TLR4 TNFRSF1A TNFRSF1A TP53 TP53 ASXL1 TSC1 TSC2 VHL CLIP2 WT1 WT1 WT1 PORCN NABP1 IRF2BP2 ZBTB16 FIP1L1 NLRP3 NLRP3
690,HP:0006530,Abnormal pulmonary Interstitial morphology,17,6,10814,17,234119,0.000554836323284631,7.261264570581628e-05,7.64104265712203,7.714078262456987e-05,0.0011140999090566667,AP3D1 SCARB2 COPA FARSB ERF FARSA GBA GBA GBA HLA-DRB1 ITGA3 MARS1 MARS1 SFTPB SMPD1 STXBP2 BTNL2
860,HP:0000473,Torticollis,70,12,10814,70,234119,0.001109672646569262,0.00029899324702394937,3.711363576316415,8.163313557377525e-05,0.00117187808477293,ACTA1 NAA10 CDK10 PRKRA ATP1A3 ATP1A3 SYNGAP1 SGCE SGCE CACNA1A CACNA1A CIZ1 CNP COL6A1 COL6A1 COL6A1 COL6A1 COL6A2 COL6A2 COL6A2 COL6A2 COL6A3 COL6A3 COL6A3 COL6A3 COL12A1 COL12A1 CP CP PNKD PNKD COX20 NEK9 DRD2 TOR1A TOR1A TRPV4 CEP85L TUBB3 TUBB4A TUBB4A FLI1 KIF1C GCH1 GCH1 GNAL GNAL HK1 HPCA HPCA KCNC3 B3GALT6 MYF5 COLEC11 GDAP2 PRRT2 THAP1 THAP1 KCTD17 KCTD17 SCP2 ANO3 ANO3 TBP ATP13A2 TGFB2 ZNF142 PCGF2 TGM6 TGM6
588,HP:0000474,Thickened nuchal skin fold,63,11,10814,63,234119,0.0010171999260218236,0.0002690939223215544,3.7800925314333864,0.00013485918250440867,0.0019182439616850263,LZTR1 TBC1D24 TBC1D24 OFD1 PEX3 ABCC6 PEX11B SQSTM1 CBL TRIP11 PEX16 CHMP2B CHMP2B SLC26A2 EFNB1 TRAF7 EBP GATA1 GRN GRN HNRNPK HRAS KRAS MAPT MAPT NRAS TREM2 TREM2 ENPP1 PEX1 PEX6 PEX10 PEX12 PEX13 PEX14 RNU4ATAC A2ML1 PSAT1 TMEM106B TMEM106B PSEN1 PSEN1 PTPN11 PEX19 PEX2 PEX5 RAF1 RASA2 RIT1 ALG9 RRAS RRAS2 MRAS PEX26 C9ORF72 C9ORF72 SOS1 SOS2 PIGN UBA1 SLC35A2 VCP VCP
360,HP:0012433,Abnormal social behavior,26,7,10814,26,234119,0.0006473090438320696,0.00011105463460889547,5.828744078189242,0.00013523499184351005,0.0019182439616850263,PCDH19 APP ARSA ARSA ARSA JRK CACNA1H SETBP1 MED12 ABCA7 TOMM40 EBP GABRA1 GABRB3 GABRG2 TREM2 PSAP PSAP PSAP PSEN1 PSEN2 SLC2A1 SORL1 CAMTA1 TSC1 TSC2
370,HP:0002076,Migraine,145,18,10814,145,234119,0.001664508969853893,0.0006193431545496094,2.6875391414705074,0.00013681256888522662,0.0019243517217874724,ACVRL1 ACVRL1 KLRC4 MYORG SPOP SLC25A4 APP APP FAS ZFTA RNASEH1 PEX11B BMPR1A ACSF3 C4A CACNA1A CACNA1A CACNA1A CACNA1A CACNA1A AIP LGI1 CCR1 COL3A1 COL4A1 RRM2B RRM2B SH2B1 CSNK1D DEPDC5 GPR101 IL23R DNM1L UBAC2 ENG ENG FGFR3 FGFR3 FGFR2 NOP56 MLH3 GABRG2 ERAP1 GATA2 GDF2 ADA2 SRPX2 GP1BA GP1BB GP9 ADAMTSL1 GRIN2A MSH6 IL12A-AS1 POLG2 TREX1 HLA-B HLA-B HTR1A IL10 IL12A IL12B KCNA1 KRAS EPCAM SMAD3 SMAD4 SLC6A19 MEFV MLH1 MSH2 TRNC COX1 COX1 COX2 COX2 COX3 COX3 CYTB ND1 ND1 ND4 ND5 ND5 ND6 ND6 TRNF TRNF TRNH TRNK TRNL1 TRNL1 TRNQ TRNQ TRNS1 TRNS1 TRNS2 TRNS2 TRNV TRNW TRNW MVK MYD88 NDP NF1 NFIX NOTCH3 OPA1 PDGFB PDGFRB PGK1 PGK1 PIK3CA PMS1 PMS2 POLG POLG POLG RELN RASA1 RELA PRRT2 PRRT2 RPS20 SLC1A3 SLC1A3 SLC2A1 SLC2A1 FAN1 SMARCB1 STAT4 STIM1 SEMA4A MLX TGFBR2 TLR4 TNFRSF1A AMACR TWIST1 TWNK TWNK TWNK TWNK STARD7 NLRP3
1135,HP:0002827,Hip dislocation,254,1,10814,254,234119,9.24727205474385e-05,0.001084918353486902,0.08523472780254235,0.0001375138825061711,0.0019243517217874724,GDF5 GDF5 AARS1 USP9X SMC1A SMC1A ACTA1 SHROOM4 AEBP1 AEBP1 HACE1 HACE1 AKT1 APC FANCM ATP6V1A ATP7A ATR BRCA1 BRCA2 FOXH1 FOXH1 FOXH1 FOXH1 SMC3 SLC6A5 LARGE1 CFL2 CHRNG DSTYK ECEL1 EIF2AK3 EIF2AK3 NIPBL CHST3 COL1A1 COL1A1 COL1A2 COL1A2 COL2A1 COL2A1 COL5A1 COL5A2 COL6A1 COL6A1 COL6A2 COL6A2 COL6A3 COL6A3 PIGL COL12A1 COL12A1 ADAMTS2 SMARCAL1 COX8A CTBP1 EIF4A3 CUL7 B3GAT3 FIG4 FIG4 DHCR7 DHCR7 ARNT2 RBM8A RBM8A CDON CDON CDON CDON DVL1 DVL3 EXOSC3 TOR1A CD96 GPHN GPHN ERCC1 SF3B4 BRIP1 ERCC4 ZMPSTE24 KLHL41 FANCA FANCC FANCD2 FANCE FANCB FANCB FANCF FANCG MBTPS2 GORAB FGF8 FGF8 FGF8 FGF8 FGFR1 FGFR1 MAD2L2 FLI1 FLNA FLNA FLNA FLNB FLNB FBLN5 COLEC10 POMT1 PTRH2 FUT8 FZD2 STAG2 STAG2 SLX4 INPP5K GAS1 GAS1 GAS1 GAS1 CPLX1 GJA1 GLI2 GLI2 GLI2 GLI2 GLI3 GLI3 GLI3 GLRA1 GLRA1 GLRB ATAD1 DISP1 DISP1 DISP1 DISP1 HK1 HOXA11 IL6ST KIF22 B3GALT6 B3GALT6 B3GALT6 DLL1 DLL1 DLL1 DLL1 LETM1 LMNA LRP4 KMT2A UBE2T MYH3 MYH8 MYH8 FGFRL1 NEB NFIX NODAL NODAL NODAL NODAL OCRL OCRL RNU4ATAC RNU4ATAC COLEC11 COLEC11 PYCR2 GMPPB POMT2 POMT2 FKRP GNPTAB GNPTAB EFEMP2 KANSL1 MASP1 DYM PTCH1 PTCH1 PTCH1 PTCH1 PTEN PYCR1 ALDH18A1 RAD21 RAD51 RAD51C FANCL GSC PALB2 RFWD3 SETD5 FANCI ALG9 PUF60 PUF60 SHH SHH SHH SHH SEC31A OSGEP SIX3 SIX3 SIX3 SIX3 SLC6A9 VAC14 IARS2 SLC12A2 SMO MCTP2 SOX9 SOX9 HDAC8 SMOC1 SMOC1 C12ORF57 ZC4H2 ZC4H2 IFIH1 EXOC6B EXOC6B TDGF1 TDGF1 TDGF1 TDGF1 SIL1 TGIF1 TGIF1 TGIF1 TGIF1 LMOD3 SLC35A3 SLC35A3 TNNT3 TPM2 SLC2A10 KDM6A KDM6A WHCR NSD2 WNT5A WNT7A XRCC2 ZIC2 ZIC2 ZIC2 ZIC2 CCDC47 KMT2D
419,HP:0002375,Hypokinesia,53,10,10814,53,234119,0.0009247272054743851,0.00022638060131813307,4.084834124876558,0.00013808818481983123,0.0019243517217874724,ACTA1 ACTA1 ACTA1 SLC25A4 KLHL40 PDE8B DPM2 AIFM1 AIFM1 CFL2 RRM2B PET117 MRPS16 PAM16 GPHN KLHL41 KLHL41 KLHL41 WWOX GBA GLRA1 POLG2 HTT GFM1 LAMA2 LAMP2 MPZ MTM1 MUSK MYOD1 NEB NEB NEB NUP88 POLG PPP2R2B PRNP SLC52A2 RAPSN ALG11 SLC2A3 SLC6A3 SLC18A3 SNCA DOK7 ATP13A2 LMOD3 LMOD3 TH TH TPM2 TPM3 TWNK
359,HP:0030219,Semantic dementia,7,4,10814,7,234119,0.000369890882189754,2.9899324702394935e-05,12.371211921054718,0.0001422584736403354,0.0019482870269248234,APP ABCA7 TOMM40 TREM2 PSEN1 PSEN2 SORL1
356,HP:0010525,Finger agnosia,7,4,10814,7,234119,0.000369890882189754,2.9899324702394935e-05,12.371211921054718,0.0001422584736403354,0.0019482870269248234,APP ABCA7 TOMM40 TREM2 PSEN1 PSEN2 SORL1
303,HP:0001982,Sea-blue histiocytosis,7,4,10814,7,234119,0.000369890882189754,2.9899324702394935e-05,12.371211921054718,0.0001422584736403354,0.0019482870269248234,APOE APOE NPC2 GLB1 NPC1 SMPD1 SMPD1
